title	video_url	thumnail_url
【#悪魔城伝説】完全初見！最強ボス・死神戦をやる【＃レトロゲーム】	https://www.youtube.com/watch?v=1JNRNo54n74	https://i.ytimg.com/vi/1JNRNo54n74/hqdefault.jpg
【#朝活】夏の王様【＃雑談】	https://www.youtube.com/watch?v=pIGUXlE5iq4	https://i.ytimg.com/vi/pIGUXlE5iq4/hqdefault.jpg
【#バイオハザード】完全初見！中庭まで来たぞ！マグナム最強！！【＃バイオハザードHDリマスター】	https://www.youtube.com/watch?v=nDubG-9dbNI	https://i.ytimg.com/vi/nDubG-9dbNI/hqdefault.jpg
【#クラッシュバンディクー】クリアまでいくぞ！高難易度奥スクロール！【＃レトロゲーム】	https://www.youtube.com/watch?v=qUClfAO4-Ms	https://i.ytimg.com/vi/qUClfAO4-Ms/hqdefault.jpg
夏はやたらと元気なカスのおねえちゃん	https://www.youtube.com/watch?v=xoikvnZlzMw	https://i.ytimg.com/vi/xoikvnZlzMw/hqdefault.jpg
【#雑談】たまには夜に話すんだ氷室【＃レトロゲーム】	https://www.youtube.com/watch?v=CJNgGDgiJY4	https://i.ytimg.com/vi/CJNgGDgiJY4/hqdefault.jpg
【 #グラディウス】日本の夏、グラディウスの夏【＃Gradius】	https://www.youtube.com/watch?v=mCx3Iavtp8M	https://i.ytimg.com/vi/mCx3Iavtp8M/hqdefault.jpg
【#ポートピア連続殺人事件】犯人はヤス【＃レトロゲーム】	https://www.youtube.com/watch?v=lkIoXrUUqgA	https://i.ytimg.com/vi/lkIoXrUUqgA/hqdefault.jpg
【#バイオハザード】完全初見！そろそろクリアの足音か？【＃バイオハザードHDリマスター】	https://www.youtube.com/watch?v=myMI9MgfqVA	https://i.ytimg.com/vi/myMI9MgfqVA/hqdefault.jpg
【#朝活】七夕終わったぞ氷室【＃雑談】	https://www.youtube.com/watch?v=V7l0orLZJMw	https://i.ytimg.com/vi/V7l0orLZJMw/hqdefault.jpg
【#悪魔城伝説】完全初見！極難城VS無限ナイフ【＃レトロゲーム】	https://www.youtube.com/watch?v=Tx8gtHIvB10	https://i.ytimg.com/vi/Tx8gtHIvB10/hqdefault.jpg
【#クラッシュバンディクー】メモリーカードを手に入れた！宇宙初の奥スクロールアクションやる【＃レトロゲーム】	https://www.youtube.com/watch?v=WPzpPN4YIsw	https://i.ytimg.com/vi/WPzpPN4YIsw/hqdefault.jpg
